State_ebay,State_amaz,,ebay,amaz,lat,long
Delaware,Virginia,2265,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Hawaii,2267,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Delaware,2268,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,2269,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Hawaii,2270,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Pennsylvania,2272,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Hawaii,2274,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Massachusetts,2275,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Minnesota,2279,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,North Carolina,2284,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,2289,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,Hawaii,2292,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New Jersey,2293,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,California,2294,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,North Carolina,2294,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Delaware,2296,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Hawaii,2297,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Alabama,2298,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,New Jersey,2300,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,California,2305,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,2307,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New Jersey,2307,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Alabama,2308,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New York,2309,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Pennsylvania,2309,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Virginia,2310,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,California,2312,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,2313,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Massachusetts,2314,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,2315,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Nevada,2317,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,2317,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,2318,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,California,2319,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Pennsylvania,2320,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Virginia,2321,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Colorado,2322,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Massachusetts,2323,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,2323,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,2323,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Alabama,2324,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Illinois,2324,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Florida,2326,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Colorado,2328,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,North Carolina,2329,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Washington,2329,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Hawaii,2330,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Virginia,2330,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Alabama,2331,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Florida,2331,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Michigan,2332,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Arizona,2333,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,2334,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,2335,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Pennsylvania,2335,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,Colorado,2337,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Massachusetts,2337,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Georgia,2338,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Pennsylvania,2338,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,California,2339,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Florida,2340,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Illinois,2340,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,2340,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New Jersey,2341,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,New Jersey,2341,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Washington,2341,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Illinois,2342,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Maryland,2342,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Michigan,2345,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New Jersey,2345,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Pennsylvania,2345,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Colorado,2346,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Connecticut,2346,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New Jersey,2347,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Pennsylvania,2347,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,Washington,2348,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Arizona,2349,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Florida,2349,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Arizona,2350,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Alabama,2351,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Florida,2351,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New York,2351,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,California,2354,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Maryland,2354,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Virginia,2356,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Washington,2356,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,California,2357,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Illinois,2359,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Florida,2360,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Alabama,2361,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,2362,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
North Carolina,Massachusetts,2362,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Michigan,New York,2362,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Alabama,2363,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,California,2365,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Nevada,2367,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Washington,2368,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Illinois,2371,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Alabama,2372,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Pennsylvania,2372,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Alabama,2377,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,California,2377,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,2377,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Nevada,2378,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Maryland,2379,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New York,2379,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Georgia,2380,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Massachusetts,2382,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New Jersey,2382,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Colorado,2385,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Colorado,2386,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Maryland,2386,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,California,2387,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New York,2387,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,2388,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New York,2388,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,2389,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,California,2390,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,2391,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Maryland,2391,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Florida,2392,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Washington,2394,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Colorado,2395,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Massachusetts,2395,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,New York,2395,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,2396,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Alabama,2399,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,2399,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Illinois,2399,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Florida,2400,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Maryland,2400,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Minnesota,2400,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Illinois,2402,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Alabama,2403,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,2403,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Connecticut,2403,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Illinois,2403,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,New Jersey,2403,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Connecticut,2405,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Washington,2405,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Alabama,2406,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Maryland,2406,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Pennsylvania,2410,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Massachusetts,2411,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Washington,2412,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
California,New Jersey,2413,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,2417,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Massachusetts,2418,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,South Carolina,2419,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New York,2423,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Alabama,2424,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Connecticut,2424,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Michigan,2426,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Colorado,2428,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Illinois,2429,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,2430,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Connecticut,2430,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Alabama,2431,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Nevada,2432,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,2433,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Georgia,2433,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Colorado,2435,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Hawaii,2435,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,North Carolina,2436,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Virginia,2436,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Colorado,2437,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New York,2437,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Illinois,2439,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Colorado,2442,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Pennsylvania,2442,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,2444,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Georgia,2445,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Illinois,2447,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Maryland,2447,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,California,2450,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Virginia,2450,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Delaware,2454,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Delaware,New York,2454,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,North Carolina,2454,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Washington,2456,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Illinois,2457,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Massachusetts,2458,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New Jersey,2458,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Michigan,2459,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Virginia,2459,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Virginia,2460,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,California,2462,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Connecticut,2464,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Georgia,2464,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Illinois,2464,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Minnesota,2464,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Colorado,2465,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Nevada,2471,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New York,2472,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Nevada,2473,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Virginia,2474,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Pennsylvania,2475,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Massachusetts,2476,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New York,2476,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,Pennsylvania,2476,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Arizona,2477,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,California,2477,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Colorado,2478,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Alabama,2483,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Hawaii,2483,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Illinois,2485,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Washington,2485,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Arizona,2486,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Illinois,2486,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Hawaii,2487,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Nevada,2487,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New Jersey,2487,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Illinois,2488,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Delaware,2489,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,2490,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New York,2493,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Arizona,2497,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Washington,2498,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New York,2499,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Colorado,2500,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Illinois,2500,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New York,2500,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Illinois,2501,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,New York,2503,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Massachusetts,2504,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Colorado,2505,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Hawaii,2505,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Nevada,2505,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Georgia,2506,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Colorado,2507,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Minnesota,2511,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,Arizona,2514,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Hawaii,2514,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New Jersey,2515,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Arizona,2518,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Hawaii,2518,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Illinois,2518,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New York,2520,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Delaware,2521,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Florida,2521,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Delaware,2523,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Massachusetts,2526,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Pennsylvania,2526,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Washington,2527,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Arizona,2529,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,2529,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Alabama,2530,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Connecticut,2530,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Nevada,2530,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,2530,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Massachusetts,2531,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Alabama,2533,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,2533,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Arizona,Michigan,2533,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Hawaii,2535,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,2537,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New Jersey,2537,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Colorado,2539,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Washington,2539,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Illinois,2540,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,2541,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,California,2544,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Virginia,2544,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Connecticut,2545,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Colorado,2547,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,2551,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Arizona,2552,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Florida,2553,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Nevada,2555,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Alabama,2560,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Colorado,2560,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Georgia,2560,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Illinois,2560,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Minnesota,Hawaii,2562,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Pennsylvania,2562,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Washington,2562,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Hawaii,2563,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,Delaware,2564,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Florida,2564,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,2565,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,New Jersey,2565,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Delaware,Washington,2565,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,California,2566,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Illinois,2566,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Maryland,2566,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Nevada,2566,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New Jersey,2566,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New York,2566,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New York,2567,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Hawaii,2568,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
